generation,best_search_fitness,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,dropped_attention_count,dropped_mlp_count,mutation_summary,accepted_parent_replacement,runtime_seconds_cumulative,peak_gpu_memory_mb
11,0.91357421875,kl,,15.1328125,14.296875,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":10,""quantization"":6},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,361.6749530620873,14280.6416015625
12,0.9130859375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,374.0116865616292,14280.6416015625
13,0.8564453125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":11,""quantization"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,385.80192502215505,14280.6416015625
14,0.8388671875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":6,""quantization"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,398.57826882228255,14280.6416015625
15,0.83740234375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":6,""quantization"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,411.0334417745471,14280.6416015625
16,0.8330078125,kl,,14.2734375,13.3046875,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":14,""quantization"":2},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,484.4714699536562,14280.6416015625
17,0.8095703125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,496.8096917383373,14280.6416015625
18,0.80810546875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,509.2057392448187,14280.6416015625
19,0.8076171875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":11,""quantization"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,520.7441923543811,14280.6416015625
20,0.794921875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,533.0232056900859,14280.6416015625
21,0.7939453125,kl,,13.5078125,13.3828125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,607.3242910820991,14280.6416015625
22,0.7939453125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":9,""quantization"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,619.6223911810666,14280.6416015625
23,0.7939453125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,632.4066608808935,14280.6416015625
24,0.79443359375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":9,""quantization"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,645.369654558599,14280.6416015625
25,0.794921875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,657.6236040126532,14280.6416015625
26,0.79541015625,kl,,13.5390625,13.328125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":12,""quantization"":4},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,731.4520096685737,14280.6416015625
27,0.79541015625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":10,""quantization"":6},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,743.1615779455751,14280.6416015625
28,0.79541015625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":10,""quantization"":6},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,755.165258102119,14280.6416015625
29,0.794921875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,767.2674644570798,14280.6416015625
30,0.73046875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":11,""quantization"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,779.0619057249278,14280.6416015625
31,0.72998046875,kl,,12.5234375,12.28125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,854.0353367589414,14280.6416015625
32,0.72900390625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":12},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,866.7201694622636,14280.6416015625
33,0.72607421875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,879.1141412537545,14280.6416015625
34,0.72607421875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":4,""quantization"":12},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,891.8169709295034,14280.6416015625
35,0.7255859375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":9,""quantization"":7},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,903.9253101740032,14280.6416015625
36,0.72607421875,kl,,12.46875,12.2265625,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,978.7347829304636,14280.6416015625
37,0.7255859375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,990.9806211497635,14280.6416015625
38,0.72509765625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,1003.5347510129213,14280.6416015625
39,0.724609375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,1016.0863592978567,14280.6416015625
40,0.72412109375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":11,""quantization"":5},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,1027.8652226682752,14280.6416015625
41,0.70458984375,kl,,12.2578125,11.8046875,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":10,""quantization"":6},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,1101.7356015704572,14280.6416015625
42,0.7041015625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":10,""quantization"":6},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,1113.4229699596763,14280.6416015625
43,0.7041015625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,1125.7810065280646,14280.6416015625
44,0.7041015625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":6,""quantization"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,1137.938376514241,14280.6416015625
45,0.666015625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":6,""quantization"":10},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,1150.472061002627,14280.6416015625
46,0.666015625,kl,,11.8046875,11.46875,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,1224.8042373415083,14280.6416015625
47,0.666015625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,1237.1950679328293,14280.6416015625
48,0.6650390625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":7,""quantization"":9},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,1249.6404871661216,14280.6416015625
49,0.66455078125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":5,""quantization"":11},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,1262.0104126743972,14280.6416015625
50,0.66455078125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,3.0,9872.5078125,8,8,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":8,""quantization"":8},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,1274.6525175850838,14280.6416015625
